Number,Data Element,Variable Code,Variable
E11_11,Cardiac Rhythm on Arrival at Destination,2490,AV Block-1st Degree
E11_11,Cardiac Rhythm on Arrival at Destination,2495,AV Block-2nd Degree-Type 1
E11_11,Cardiac Rhythm on Arrival at Destination,2500,AV Block-2nd Degree-Type 2
E11_11,Cardiac Rhythm on Arrival at Destination,2505,AV Block-3rd Degree
E11_11,Cardiac Rhythm on Arrival at Destination,2510,Junctional
E11_11,Cardiac Rhythm on Arrival at Destination,2515,Left Bundle Branch Block
E11_11,Cardiac Rhythm on Arrival at Destination,2520,Normal Sinus Rhythm
E11_11,Cardiac Rhythm on Arrival at Destination,2525,Other
E11_11,Cardiac Rhythm on Arrival at Destination,2530,Paced Rhythm
E11_11,Cardiac Rhythm on Arrival at Destination,2535,PEA
E11_11,Cardiac Rhythm on Arrival at Destination,2540,Premature Atrial Contractions
E11_11,Cardiac Rhythm on Arrival at Destination,2545,Premature Ventricular Contractions
E11_11,Cardiac Rhythm on Arrival at Destination,2550,Right Bundle Branch Block
E11_11,Cardiac Rhythm on Arrival at Destination,2555,Sinus Arrhythmia
E11_11,Cardiac Rhythm on Arrival at Destination,2560,Sinus Bradycardia
E11_11,Cardiac Rhythm on Arrival at Destination,2565,Sinus Tachycardia
E11_11,Cardiac Rhythm on Arrival at Destination,2570,Supraventricular Tachycardia
E11_11,Cardiac Rhythm on Arrival at Destination,2575,Torsades De Points
E11_11,Cardiac Rhythm on Arrival at Destination,2580,Unknown AED Non-Shockable Rhythm
E11_11,Cardiac Rhythm on Arrival at Destination,2585,Unknown AED Shockable Rhythm
E11_11,Cardiac Rhythm on Arrival at Destination,2590,Ventricular Fibrillation
E11_11,Cardiac Rhythm on Arrival at Destination,2595,Ventricular Tachycardia
E12_01,Barriers to Patient Care,-25,Not Applicable
E12_01,Barriers to Patient Care,-15,Not Reporting
E12_01,Barriers to Patient Care,-10,Not Known
E12_01,Barriers to Patient Care,-5,Not Available
E12_01,Barriers to Patient Care,2600,Developmentally Impaired
E12_01,Barriers to Patient Care,2605,Hearing Impaired
E12_01,Barriers to Patient Care,2610,Language
E12_01,Barriers to Patient Care,2615,None
E12_01,Barriers to Patient Care,2620,Physically Impaired
E12_01,Barriers to Patient Care,2625,Physically Restrained
E12_01,Barriers to Patient Care,2630,Speech Impaired
E12_01,Barriers to Patient Care,2635,Unattended or Unsupervised (including minors)
E12_01,Barriers to Patient Care,2640,Unconscious
E12_02,Sending Facility Medical Record Number,-25,Not Applicable
E12_02,Sending Facility Medical Record Number,-10,Not Known
E12_02,Sending Facility Medical Record Number,-5,Not Available
E12_02,Sending Facility Medical Record Number,10001,Relevant Value for Data Element & Patient Care
E12_03,Destination Medical Record Number,-25,Not Applicable
E12_03,Destination Medical Record Number,-10,Not Known
E12_03,Destination Medical Record Number,-5,Not Available
E12_03,Destination Medical Record Number,10001,Relevant Value for Data Element & Patient Care
E12_04,First Name of Patient's Primary Practitioner,-25,Not Applicable
E12_04,First Name of Patient's Primary Practitioner,-10,Not Known
E12_04,First Name of Patient's Primary Practitioner,-5,Not Available
E12_04,First Name of Patient's Primary Practitioner,10001,Relevant Value for Data Element & Patient Care
E12_05,Middle Name of Patient's Primary Practitioner,-25,Not Applicable
E12_05,Middle Name of Patient's Primary Practitioner,-10,Not Known
E12_05,Middle Name of Patient's Primary Practitioner,-5,Not Available
E12_05,Middle Name of Patient's Primary Practitioner,10001,Relevant Value for Data Element & Patient Care
E12_06,Last Name of Patient's Primary Practitioner,-25,Not Applicable
E12_06,Last Name of Patient's Primary Practitioner,-10,Not Known
E12_06,Last Name of Patient's Primary Practitioner,-5,Not Available
E12_06,Last Name of Patient's Primary Practitioner,10001,Relevant Value for Data Element & Patient Care
E12_07,Advanced Directives,-25,Not Applicable
E12_07,Advanced Directives,-10,Not Known
E12_07,Advanced Directives,-5,Not Available
E12_07,Advanced Directives,2645,State/EMS DNR Form
E12_07,Advanced Directives,2650,Other Healthcare DNR Form
E12_07,Advanced Directives,2655,Living Will
E12_07,Advanced Directives,2660,Family/Guardian request DNR (but no documentation)
E12_07,Advanced Directives,2665,Other
E12_07,Advanced Directives,2670,None
E12_08,Medication Allergies,-25,Not Applicable
E12_08,Medication Allergies,-10,Not Known
E12_08,Medication Allergies,-5,Not Available
E12_08,Medication Allergies,10001,Relevant Value for Data Element & Patient Care
E12_08,Medication Allergies,10008,NKDA (No Known Drug Allergies)
E12_09,Environmental/Food Allergies,-25,Not Applicable
E12_09,Environmental/Food Allergies,-10,Not Known
E12_09,Environmental/Food Allergies,-5,Not Available
E12_09,Environmental/Food Allergies,2675,Insect Sting
E12_09,Environmental/Food Allergies,2680,Food Allergy
E12_09,Environmental/Food Allergies,2685,Latex
E12_09,Environmental/Food Allergies,2690,Chemical
E12_09,Environmental/Food Allergies,2695,Other
E12_09,Environmental/Food Allergies,2700,None
E12_10,Medical/Surgical History,-25,Not Applicable
E12_10,Medical/Surgical History,-10,Not Known
E12_10,Medical/Surgical History,-5,Not Available
E12_10,Medical/Surgical History,10001,Relevant Value for Data Element & Patient Care
E12_11,Medical History Obtained From,-25,Not Applicable
E12_11,Medical History Obtained From,-10,Not Known
E12_11,Medical History Obtained From,-5,Not Available
E12_11,Medical History Obtained From,2705,Bystander/Other
E12_11,Medical History Obtained From,2710,Family
E12_11,Medical History Obtained From,2715,Health Care Personnel
E12_11,Medical History Obtained From,2720,None
E12_11,Medical History Obtained From,2725,Patient
E12_12,Immunization History,2730,Anthrax
E12_12,Immunization History,2735,"DPT (Diphtheria, Tetanus, Pertussis)"
E12_12,Immunization History,2740,Hemophilus Influenza B
E12_12,Immunization History,2745,Hepatitis A
E12_12,Immunization History,2750,Hepatitis B
E12_12,Immunization History,2755,Influenza (Flu)
E12_12,Immunization History,2760,"MMR (Measles, Mumps, Rubella)"
E12_12,Immunization History,2765,"Polio = 8, Pneumococcal (pneumonia)"
E12_12,Immunization History,2770,Small Pox
E12_12,Immunization History,2775,Tetanus
E12_12,Immunization History,2780,Varicella
E12_13,Immunization Date,-25,Not Applicable
E12_13,Immunization Date,-10,Not Known
E12_13,Immunization Date,-5,Not Available
E12_13,Immunization Date,10001,Relevant Value for Data Element & Patient Care
E12_14,Current Medications,10001,Relevant Value for Data Element & Patient Care
E12_15,Current Medication Dose,10001,Relevant Value for Data Element & Patient Care
E12_16,Current Medication Dosage Unit,2785,GMS
E12_16,Current Medication Dosage Unit,2790,Inches
E12_16,Current Medication Dosage Unit,2795,IU
E12_16,Current Medication Dosage Unit,2800,KVO (TKO)
E12_16,Current Medication Dosage Unit,2805,L/MIN
E12_16,Current Medication Dosage Unit,2810,LITERS
E12_16,Current Medication Dosage Unit,2815,LPM
E12_16,Current Medication Dosage Unit,2820,MCG
E12_16,Current Medication Dosage Unit,2825,MCG/KG/MIN
E12_16,Current Medication Dosage Unit,2830,MEQ
E12_16,Current Medication Dosage Unit,2835,MG
E12_16,Current Medication Dosage Unit,2840,MG/KG/MIN
E12_16,Current Medication Dosage Unit,2845,ML
E12_16,Current Medication Dosage Unit,2850,ML/HR
E12_16,Current Medication Dosage Unit,2855,Other
E12_16,Current Medication Dosage Unit,2860,Puffs
E12_17,Current Medication Administration Route,-25,Not Applicable
E12_17,Current Medication Administration Route,-10,Not Known
E12_17,Current Medication Administration Route,-5,Not Available
E12_17,Current Medication Administration Route,2865,Endotracheal tube
E12_17,Current Medication Administration Route,2870,Gastrostomy
E12_17,Current Medication Administration Route,2875,Inhalation
E12_17,Current Medication Administration Route,2880,Intramuscular
E12_17,Current Medication Administration Route,2890,Intraocular
E12_17,Current Medication Administration Route,2895,Intravenous
E12_17,Current Medication Administration Route,2900,Nasal
E12_17,Current Medication Administration Route,2905,Nasal prongs
E12_17,Current Medication Administration Route,2910,Nasogastric
E12_17,Current Medication Administration Route,2915,Ophthalmic
E12_17,Current Medication Administration Route,2920,Oral
E12_17,Current Medication Administration Route,2925,Other/miscellaneous
E12_17,Current Medication Administration Route,2930,Otic
E12_17,Current Medication Administration Route,2935,Non Re-breather mask
E12_17,Current Medication Administration Route,2940,Rectal
E12_17,Current Medication Administration Route,2945,Subcutaneous
E12_17,Current Medication Administration Route,2950,Sublingual
E12_17,Current Medication Administration Route,2955,Topical
E12_17,Current Medication Administration Route,2960,Tracheostomy
E12_17,Current Medication Administration Route,2965,Transdermal
E12_17,Current Medication Administration Route,2970,Urethral
E12_17,Current Medication Administration Route,2975,Ventimask
E12_17,Current Medication Administration Route,2980,Wound
E12_18,Presence of Emergency Information Form,-25,Not Applicable
E12_18,Presence of Emergency Information Form,-10,Not Known
E12_18,Presence of Emergency Information Form,-5,Not Available
E12_18,Presence of Emergency Information Form,0,No
E12_18,Presence of Emergency Information Form,1,Yes
E12_19,Alcohol/Drug Use Indicators,-25,Not Applicable
E12_19,Alcohol/Drug Use Indicators,-15,Not Reporting
E12_19,Alcohol/Drug Use Indicators,-10,Not Known
E12_19,Alcohol/Drug Use Indicators,-5,Not Available
E12_19,Alcohol/Drug Use Indicators,2985,Smell of Alcohol on Breath
E12_19,Alcohol/Drug Use Indicators,2990,Patient Admits to Alcohol Use
E12_19,Alcohol/Drug Use Indicators,2995,Patient Admits to Drug Use
E12_19,Alcohol/Drug Use Indicators,3000,Alcohol and/or Drug Paraphernalia at Scene
E12_20,Pregnancy,-25,Not Applicable
E12_20,Pregnancy,-10,Not Known
E12_20,Pregnancy,-5,Not Available
E12_20,Pregnancy,0,No
E12_20,Pregnancy,1,Yes
E13_01,Run Report Narrative,-25,Not Applicable
E13_01,Run Report Narrative,-10,Not Known
E13_01,Run Report Narrative,-5,Not Available
E13_01,Run Report Narrative,10001,Relevant Value for Data Element & Patient Care
E14_01,Date/Time Vital Signs Taken,10001,Relevant Value for Data Element & Patient Care
E14_02,Obtained Prior to this Units EMS Care,-25,Not Applicable
E14_02,Obtained Prior to this Units EMS Care,-10,Not Known
E14_02,Obtained Prior to this Units EMS Care,-5,Not Available
E14_02,Obtained Prior to this Units EMS Care,0,No
E14_02,Obtained Prior to this Units EMS Care,1,Yes
E14_03,Cardiac Rhythm,-25,Not Applicable
E14_03,Cardiac Rhythm,-10,Not Known
E14_03,Cardiac Rhythm,-5,Not Available
E14_03,Cardiac Rhythm,3005,12 Lead ECG-Anterior Ischemia
E14_03,Cardiac Rhythm,3010,12 Lead ECG-Inferior Ischemia
E14_03,Cardiac Rhythm,3015,12 Lead ECG-Lateral Ischemia
E14_03,Cardiac Rhythm,3020,Agonal/Idioventricular
E14_03,Cardiac Rhythm,3025,Artifact
E14_03,Cardiac Rhythm,3030,Asystole
E14_03,Cardiac Rhythm,3035,Atrial Fibrillation/Flutter
E14_03,Cardiac Rhythm,3040,AV Block-1st Degree
E14_03,Cardiac Rhythm,3045,AV Block-2nd Degree-Type 1
E14_03,Cardiac Rhythm,3050,AV Block-2nd Degree-Type 2
E14_03,Cardiac Rhythm,3055,AV Block-3rd Degree
E14_03,Cardiac Rhythm,3060,Junctional
E14_03,Cardiac Rhythm,3065,Left Bundle Branch Block
E14_03,Cardiac Rhythm,3070,Normal Sinus Rhythm
E14_03,Cardiac Rhythm,3075,Other
E14_03,Cardiac Rhythm,3080,Paced Rhythm
E14_03,Cardiac Rhythm,3085,PEA
E14_03,Cardiac Rhythm,3090,Premature Atrial Contractions
E14_03,Cardiac Rhythm,3095,Premature Ventricular Contractions
E14_03,Cardiac Rhythm,3100,Right Bundle Branch Block
E14_03,Cardiac Rhythm,3105,Sinus Arrhythmia
E14_03,Cardiac Rhythm,3110,Sinus Bradycardia
E14_03,Cardiac Rhythm,3115,Sinus Tachycardia
E14_03,Cardiac Rhythm,3120,Supraventricular Tachycardia
E14_03,Cardiac Rhythm,3125,Torsades De Points
E14_03,Cardiac Rhythm,3130,Unknown AED Non-Shockable Rhythm
E14_03,Cardiac Rhythm,3135,Unknown AED Shockable Rhythm
E14_03,Cardiac Rhythm,3140,Ventricular Fibrillation
E14_03,Cardiac Rhythm,3145,Ventricular Tachycardia
E14_04,SBP (Systolic Blood Pressure),10001,Relevant Value for Data Element & Patient Care
E14_05,DBP (Diastolic Blood Pressure),10001,Relevant Value for Data Element & Patient Care
E14_06,Method of Blood Pressure Measurement,3150,Arterial Line
E14_06,Method of Blood Pressure Measurement,3155,Automated Cuff
E14_06,Method of Blood Pressure Measurement,3160,Manual Cuff
E14_06,Method of Blood Pressure Measurement,3165,Palpated Cuff
E14_06,Method of Blood Pressure Measurement,3170,Venous Line
E14_07,Pulse Rate,10001,Relevant Value for Data Element & Patient Care
E14_08,Electronic Monitor Rate,10001,Relevant Value for Data Element & Patient Care
E14_09,Pulse Oximetry,10001,Relevant Value for Data Element & Patient Care
E14_10,Pulse Rhythm,-25,Not Applicable
E14_10,Pulse Rhythm,-10,Not Known
E14_10,Pulse Rhythm,-5,Not Available
E14_10,Pulse Rhythm,3175,Regular
E14_10,Pulse Rhythm,3180,Irregular
E14_11,Respiratory Rate,10001,Relevant Value for Data Element & Patient Care
E14_12,Respiratory Effort,-25,Not Applicable
E14_12,Respiratory Effort,-10,Not Known
E14_12,Respiratory Effort,-5,Not Available
E14_12,Respiratory Effort,3185,Normal
E14_12,Respiratory Effort,3190,Labored
E14_12,Respiratory Effort,3195,Fatigued
E14_12,Respiratory Effort,3200,Absent
E14_12,Respiratory Effort,3205,Not Assessed
E14_13,Carbon Dioxide,10001,Relevant Value for Data Element & Patient Care
E14_14,Blood Glucose Level,10001,Relevant Value for Data Element & Patient Care
E14_15,Glasgow Coma Score-Eye,18000,For All Age Groups:  1 = Does Not Open Eyes
E14_15,Glasgow Coma Score-Eye,18000.5,
E14_15,Glasgow Coma Score-Eye,18001,For All Age Groups:  2 = Opens Eyes to painful stimulation
E14_15,Glasgow Coma Score-Eye,18001.5,
E14_15,Glasgow Coma Score-Eye,18002,For All Age Groups:  3 = Opens Eyes to verbal stimulation
E14_15,Glasgow Coma Score-Eye,18002.5,
E14_15,Glasgow Coma Score-Eye,18003,For All Age Groups:  4 = Opens Eyes spontaneously
E14_15,Glasgow Coma Score-Eye,18003.5,
E14_16,Glasgow Coma Score-Verbal,18004,Patients 0-23 months:  1 = None
E14_16,Glasgow Coma Score-Verbal,18005,Patients 2-5 years:  1 = None
E14_16,Glasgow Coma Score-Verbal,18006,Patients 0-23 months:  2 = Persistent cry
E14_16,Glasgow Coma Score-Verbal,18007,Patients 2-5 years:  2 = Grunts
E14_16,Glasgow Coma Score-Verbal,18008,Patients 0-23 months:  3 = Inappropriate cry
E14_16,Glasgow Coma Score-Verbal,18009,Patients 2-5 years:  3 = Cries and/or screams
E14_16,Glasgow Coma Score-Verbal,18010,"Patients 0-23 months:  4 = Cries, inconsolable"
E14_16,Glasgow Coma Score-Verbal,18011,Patients 2-5 years:  4 = Inappropriate words
E14_16,Glasgow Coma Score-Verbal,18012,"Patients 0-23 months:  5 = Smiles, coos, cries appropriately"
E14_16,Glasgow Coma Score-Verbal,18013,Patients 2-5 years:  5 = Appropriate words
E14_16,Glasgow Coma Score-Verbal,18016,Patients >5 years:  1 = None
E14_16,Glasgow Coma Score-Verbal,18016.5,
E14_16,Glasgow Coma Score-Verbal,18017,Patients >5 years:  2 = Non-specified sounds
E14_16,Glasgow Coma Score-Verbal,18017.5,
E14_16,Glasgow Coma Score-Verbal,18018,Patients >5 years:  3 = Inappropriate words
E14_16,Glasgow Coma Score-Verbal,18018.5,
E14_16,Glasgow Coma Score-Verbal,18019,Patients >5 years:  4 = Confused conversation or speech
E14_16,Glasgow Coma Score-Verbal,18019.5,
E14_16,Glasgow Coma Score-Verbal,18020,Patients >5 years:  5 = Oriented and appropriate speech
E14_17,Glasgow Coma Score-Motor,18021,Patients up to 5 years:  1 = None
E14_17,Glasgow Coma Score-Motor,18022,Patients >5 years:  1 = None
E14_17,Glasgow Coma Score-Motor,18023,Patients up to 5 years:  2 = Extensor posturing in response to painful stimulation
E14_17,Glasgow Coma Score-Motor,18024,Patients >5 years:  2 = Extensor posturing in response to painful stimulation
E14_17,Glasgow Coma Score-Motor,18025,Patients up to 5 years:  3 = Flexor posturing in response to painful stimulation
E14_17,Glasgow Coma Score-Motor,18026,Patients >5 years:  3 = Flexor posturing in response to painful stimulation
E14_17,Glasgow Coma Score-Motor,18027,Patients up to 5 years:  4 = General withdrawal in response to painful stimulation
E14_17,Glasgow Coma Score-Motor,18028,Patients >5 years:  4 = General withdrawal in response to painful stimulation
E14_17,Glasgow Coma Score-Motor,18029,Patients up to 5 years:  5 = Localization of painful stimulation
E14_17,Glasgow Coma Score-Motor,18030,Patients >5 years:  5 = Localization of painful stimulation
E14_17,Glasgow Coma Score-Motor,18031,Patients up to 5 years:  6 = Spontaneous
E14_17,Glasgow Coma Score-Motor,18032,Patients >5 years:  6 = Obeys commands with appropriate motor responses
E14_18,Glasgow Coma Score-Qualifier,-25,Not Applicable
E14_18,Glasgow Coma Score-Qualifier,-10,Not Known
E14_18,Glasgow Coma Score-Qualifier,-5,Not Available
E14_18,Glasgow Coma Score-Qualifier,3210,Initial GCS has legitimate values without interventions such as intubation and sedation
E14_18,Glasgow Coma Score-Qualifier,3215,Patient Chemically Sedated
E14_18,Glasgow Coma Score-Qualifier,3220,Patient Intubated
E14_18,Glasgow Coma Score-Qualifier,3225,Patient Intubated and Chemically Paralyzed
E14_19,Total Glasgow Coma Score,10001,Relevant Value for Data Element & Patient Care
E14_20,Temperature,10001,Relevant Value for Data Element & Patient Care
E14_21,Temperature Method,3230,Axillary
E14_21,Temperature Method,3235,Oral
E14_21,Temperature Method,3240,Rectal
E14_21,Temperature Method,3245,Tympanic
E14_21,Temperature Method,3250,Urinary catheter
E14_22,Level of Responsiveness,-25,Not Applicable
E14_22,Level of Responsiveness,-10,Not Known
E14_22,Level of Responsiveness,-5,Not Available
E14_22,Level of Responsiveness,3255,Alert
E14_22,Level of Responsiveness,3260,Verbal
E14_22,Level of Responsiveness,3265,Painful
E14_22,Level of Responsiveness,3270,Unresponsive
E14_23,Pain Scale,10001,Relevant Value for Data Element & Patient Care
E14_24,Stroke Scale,-25,Not Applicable
E14_24,Stroke Scale,-10,Not Known
E14_24,Stroke Scale,-5,Not Available
E14_24,Stroke Scale,3275,Cincinnati Stroke Scale Negative
E14_24,Stroke Scale,3280,Cincinnati Stroke Scale Non-conclusive
E14_24,Stroke Scale,3285,Cincinnati Stroke Scale Positive
E14_24,Stroke Scale,3290,LA Stroke Scale Negative
E14_24,Stroke Scale,3295,LA Stroke Scale Non-conclusive
E14_24,Stroke Scale,3300,LA Stroke Scale Positive
E14_25,Thrombolytic Screen,-25,Not Applicable
E14_25,Thrombolytic Screen,-10,Not Known
E14_25,Thrombolytic Screen,-5,Not Available
E14_25,Thrombolytic Screen,3305,Definite Contraindications to Thrombolytic use
E14_25,Thrombolytic Screen,3310,No Contraindications to Thrombolytic Use
E14_25,Thrombolytic Screen,3315,Possible Contraindications to Thrombolytic Use
E14_26,APGAR,10001,Relevant Value for Data Element & Patient Care
E14_27,Revised Trauma Score,10001,Relevant Value for Data Element & Patient Care
E14_28,Pediatric Trauma Score,10001,Relevant Value for Data Element & Patient Care
E15_01,NHTSA Injury Matrix External/Skin,-25,Not Applicable
E15_01,NHTSA Injury Matrix External/Skin,-10,Not Known
E15_01,NHTSA Injury Matrix External/Skin,-5,Not Available
E15_01,NHTSA Injury Matrix External/Skin,3320,Amputation
E15_01,NHTSA Injury Matrix External/Skin,3325,Bleeding Controlled
E15_01,NHTSA Injury Matrix External/Skin,3330,Bleeding Uncontrolled
E15_01,NHTSA Injury Matrix External/Skin,3335,Burn
E15_01,NHTSA Injury Matrix External/Skin,3340,Crush
E15_01,NHTSA Injury Matrix External/Skin,3345,Dislocation Fracture
E15_01,NHTSA Injury Matrix External/Skin,3350,Gunshot
E15_01,NHTSA Injury Matrix External/Skin,3355,Laceration
E15_01,NHTSA Injury Matrix External/Skin,3360,Pain without swelling/bruising
E15_01,NHTSA Injury Matrix External/Skin,3365,Puncture/stab
E15_01,NHTSA Injury Matrix External/Skin,3370,Soft Tissue Swelling/Bruising
E15_02,NHTSA Injury Matrix Head,-25,Not Applicable
E15_02,NHTSA Injury Matrix Head,-10,Not Known
E15_02,NHTSA Injury Matrix Head,-5,Not Available
E15_02,NHTSA Injury Matrix Head,3320,Amputation
E15_02,NHTSA Injury Matrix Head,3325,Bleeding Controlled
E15_02,NHTSA Injury Matrix Head,3330,Bleeding Uncontrolled
E15_02,NHTSA Injury Matrix Head,3335,Burn
E15_02,NHTSA Injury Matrix Head,3340,Crush
E15_02,NHTSA Injury Matrix Head,3345,Dislocation Fracture
E15_02,NHTSA Injury Matrix Head,3350,Gunshot
E15_02,NHTSA Injury Matrix Head,3355,Laceration
E15_02,NHTSA Injury Matrix Head,3360,Pain without swelling/bruising
E15_02,NHTSA Injury Matrix Head,3365,Puncture/stab
E15_02,NHTSA Injury Matrix Head,3370,Soft Tissue Swelling/Bruising
E15_03,NHTSA Injury Matrix Face,-25,Not Applicable
E15_03,NHTSA Injury Matrix Face,-10,Not Known
E15_03,NHTSA Injury Matrix Face,-5,Not Available
E15_03,NHTSA Injury Matrix Face,3320,Amputation
E15_03,NHTSA Injury Matrix Face,3325,Bleeding Controlled
E15_03,NHTSA Injury Matrix Face,3330,Bleeding Uncontrolled
E15_03,NHTSA Injury Matrix Face,3335,Burn
E15_03,NHTSA Injury Matrix Face,3340,Crush
E15_03,NHTSA Injury Matrix Face,3345,Dislocation Fracture
E15_03,NHTSA Injury Matrix Face,3350,Gunshot
E15_03,NHTSA Injury Matrix Face,3355,Laceration
E15_03,NHTSA Injury Matrix Face,3360,Pain without swelling/bruising
E15_03,NHTSA Injury Matrix Face,3365,Puncture/stab
E15_03,NHTSA Injury Matrix Face,3370,Soft Tissue Swelling/Bruising
E15_04,NHTSA Injury Matrix Neck,-25,Not Applicable
E15_04,NHTSA Injury Matrix Neck,-10,Not Known
E15_04,NHTSA Injury Matrix Neck,-5,Not Available
E15_04,NHTSA Injury Matrix Neck,3320,Amputation
E15_04,NHTSA Injury Matrix Neck,3325,Bleeding Controlled
E15_04,NHTSA Injury Matrix Neck,3330,Bleeding Uncontrolled
E15_04,NHTSA Injury Matrix Neck,3335,Burn
E15_04,NHTSA Injury Matrix Neck,3340,Crush
E15_04,NHTSA Injury Matrix Neck,3345,Dislocation Fracture
E15_04,NHTSA Injury Matrix Neck,3350,Gunshot
E15_04,NHTSA Injury Matrix Neck,3355,Laceration
E15_04,NHTSA Injury Matrix Neck,3360,Pain without swelling/bruising
E15_04,NHTSA Injury Matrix Neck,3365,Puncture/stab
E15_04,NHTSA Injury Matrix Neck,3370,Soft Tissue Swelling/Bruising
E15_05,NHTSA Injury Matrix Thorax,-25,Not Applicable
E15_05,NHTSA Injury Matrix Thorax,-10,Not Known
E15_05,NHTSA Injury Matrix Thorax,-5,Not Available
E15_05,NHTSA Injury Matrix Thorax,3320,Amputation
E15_05,NHTSA Injury Matrix Thorax,3325,Bleeding Controlled
E15_05,NHTSA Injury Matrix Thorax,3330,Bleeding Uncontrolled
E15_05,NHTSA Injury Matrix Thorax,3335,Burn
E15_05,NHTSA Injury Matrix Thorax,3340,Crush
E15_05,NHTSA Injury Matrix Thorax,3345,Dislocation Fracture
E15_05,NHTSA Injury Matrix Thorax,3350,Gunshot
E15_05,NHTSA Injury Matrix Thorax,3355,Laceration
E15_05,NHTSA Injury Matrix Thorax,3360,Pain without swelling/bruising
E15_05,NHTSA Injury Matrix Thorax,3365,Puncture/stab
E15_05,NHTSA Injury Matrix Thorax,3370,Soft Tissue Swelling/Bruising
E15_06,NHTSA Injury Matrix Abdomen,-25,Not Applicable
E15_06,NHTSA Injury Matrix Abdomen,-10,Not Known
E15_06,NHTSA Injury Matrix Abdomen,-5,Not Available
E15_06,NHTSA Injury Matrix Abdomen,3320,Amputation
E15_06,NHTSA Injury Matrix Abdomen,3325,Bleeding Controlled
E15_06,NHTSA Injury Matrix Abdomen,3330,Bleeding Uncontrolled
E15_06,NHTSA Injury Matrix Abdomen,3335,Burn
E15_06,NHTSA Injury Matrix Abdomen,3340,Crush
E15_06,NHTSA Injury Matrix Abdomen,3345,Dislocation Fracture
E15_06,NHTSA Injury Matrix Abdomen,3350,Gunshot
E15_06,NHTSA Injury Matrix Abdomen,3355,Laceration
E15_06,NHTSA Injury Matrix Abdomen,3360,Pain without swelling/bruising
E15_06,NHTSA Injury Matrix Abdomen,3365,Puncture/stab
E15_06,NHTSA Injury Matrix Abdomen,3370,Soft Tissue Swelling/Bruising
E15_07,NHTSA Injury Matrix Spine,-25,Not Applicable
E15_07,NHTSA Injury Matrix Spine,-10,Not Known
E15_07,NHTSA Injury Matrix Spine,-5,Not Available
E15_07,NHTSA Injury Matrix Spine,3320,Amputation
E15_07,NHTSA Injury Matrix Spine,3325,Bleeding Controlled
E15_07,NHTSA Injury Matrix Spine,3330,Bleeding Uncontrolled
E15_07,NHTSA Injury Matrix Spine,3335,Burn
E15_07,NHTSA Injury Matrix Spine,3340,Crush
E15_07,NHTSA Injury Matrix Spine,3345,Dislocation Fracture
E15_07,NHTSA Injury Matrix Spine,3350,Gunshot
E15_07,NHTSA Injury Matrix Spine,3355,Laceration
E15_07,NHTSA Injury Matrix Spine,3360,Pain without swelling/bruising
E15_07,NHTSA Injury Matrix Spine,3365,Puncture/stab
E15_07,NHTSA Injury Matrix Spine,3370,Soft Tissue Swelling/Bruising
E15_08,NHTSA Injury Matrix Upper Extremities,-25,Not Applicable
E15_08,NHTSA Injury Matrix Upper Extremities,-10,Not Known
E15_08,NHTSA Injury Matrix Upper Extremities,-5,Not Available
E15_08,NHTSA Injury Matrix Upper Extremities,3320,Amputation
E15_08,NHTSA Injury Matrix Upper Extremities,3325,Bleeding Controlled
E15_08,NHTSA Injury Matrix Upper Extremities,3330,Bleeding Uncontrolled
E15_08,NHTSA Injury Matrix Upper Extremities,3335,Burn
E15_08,NHTSA Injury Matrix Upper Extremities,3340,Crush
E15_08,NHTSA Injury Matrix Upper Extremities,3345,Dislocation Fracture
E15_08,NHTSA Injury Matrix Upper Extremities,3350,Gunshot
E15_08,NHTSA Injury Matrix Upper Extremities,3355,Laceration
E15_08,NHTSA Injury Matrix Upper Extremities,3360,Pain without swelling/bruising
E15_08,NHTSA Injury Matrix Upper Extremities,3365,Puncture/stab
E15_08,NHTSA Injury Matrix Upper Extremities,3370,Soft Tissue Swelling/Bruising
E15_09,NHTSA Injury Matrix Pelvis,-25,Not Applicable
E15_09,NHTSA Injury Matrix Pelvis,-10,Not Known
E15_09,NHTSA Injury Matrix Pelvis,-5,Not Available
E15_09,NHTSA Injury Matrix Pelvis,3320,Amputation
E15_09,NHTSA Injury Matrix Pelvis,3325,Bleeding Controlled
E15_09,NHTSA Injury Matrix Pelvis,3330,Bleeding Uncontrolled
E15_09,NHTSA Injury Matrix Pelvis,3335,Burn
E15_09,NHTSA Injury Matrix Pelvis,3340,Crush
E15_09,NHTSA Injury Matrix Pelvis,3345,Dislocation Fracture
E15_09,NHTSA Injury Matrix Pelvis,3350,Gunshot
E15_09,NHTSA Injury Matrix Pelvis,3355,Laceration
E15_09,NHTSA Injury Matrix Pelvis,3360,Pain without swelling/bruising
E15_09,NHTSA Injury Matrix Pelvis,3365,Puncture/stab
E15_09,NHTSA Injury Matrix Pelvis,3370,Soft Tissue Swelling/Bruising
E15_10,NHTSA Injury Matrix Lower Extremities,-25,Not Applicable
E15_10,NHTSA Injury Matrix Lower Extremities,-10,Not Known
E15_10,NHTSA Injury Matrix Lower Extremities,-5,Not Available
E15_10,NHTSA Injury Matrix Lower Extremities,3320,Amputation
E15_10,NHTSA Injury Matrix Lower Extremities,3325,Bleeding Controlled
E15_10,NHTSA Injury Matrix Lower Extremities,3330,Bleeding Uncontrolled
